gname,chromosome,orientation,start,end
YFR056C,chrVI,-,263956,264325
YFR055W,chrVI,+,264203,265226
YFR057W,chrVI,+,269060,269516
YGL263W,chrVII,+,2789,3932
YGL262W,chrVII,+,5311,5839
YGL261C,chrVII,-,6289,6652
YGL260W,chrVII,+,6859,7090
YGL259W,chrVII,+,8469,8967
YGL258W-A,chrVII,+,9161,9395
YGL258W,chrVII,+,11109,11730
YGL257C,chrVII,-,12480,14157
YGL256W,chrVII,+,15158,16307
YGL255W,chrVII,+,20977,22108
YGL254W,chrVII,+,22303,23203
YGL253W,chrVII,+,23934,25395
YGL252C,chrVII,-,25717,27484
YGL251C,chrVII,-,27920,31636
YGL250W,chrVII,+,31909,32635
YGL249W,chrVII,+,33097,35212
YGL248W,chrVII,+,35652,36762
YGL247W,chrVII,+,36932,37526
YGL246C,chrVII,-,37616,38780
YGL245W,chrVII,+,39022,41149
YGL244W,chrVII,+,41497,43174
YGL243W,chrVII,+,43306,44509
YGL242C,chrVII,-,44651,45197
YGL241W,chrVII,+,45444,48459
YGL240W,chrVII,+,48612,49365
YGL239C,chrVII,-,49430,49745
YGL238W,chrVII,+,49551,52434
YGL237C,chrVII,-,52730,53528
YGL236C,chrVII,-,53786,55796
YGL235W,chrVII,+,55278,55815
YGL234W,chrVII,+,56481,58890
YGL233W,chrVII,+,59121,61854
YGL232W,chrVII,+,62074,63002
YGL231C,chrVII,-,63047,63620
YGL230C,chrVII,-,63771,64215
YGL229C,chrVII,-,64502,66959
YGL228W,chrVII,+,67597,69331
YGL227W,chrVII,+,69670,72547
YGL226C-A,chrVII,-,72748,73158
YGL226W,chrVII,+,73339,73711
tV(AAC)G3,chrVII,-,73828,73902
YGL225W,chrVII,+,76893,77907
YGL224C,chrVII,-,78014,78857
YGL223C,chrVII,-,79111,80365
YGL222C,chrVII,-,80658,81186
YGL221C,chrVII,-,81425,82292
YGL220W,chrVII,+,82373,82736
YGL219C,chrVII,-,82877,84257
YGL218W,chrVII,+,83649,84300
YGL217C,chrVII,-,84838,85180
YGL216W,chrVII,+,84884,87302
YGL215W,chrVII,+,87980,89339
YGL214W,chrVII,+,90009,90495
YGL213C,chrVII,-,90053,91247
YGL212W,chrVII,+,91431,92382
YGL211W,chrVII,+,92511,93591
YGL210W,chrVII,+,93791,94460
YGL209W,chrVII,+,95857,97006
YGL208W,chrVII,+,97337,98585
YGL207W,chrVII,+,98968,102076
YGL206C,chrVII,-,102542,107504
YGL205W,chrVII,+,108157,110404
tH(GUG)G1,chrVII,-,110624,110696
YGL204C,chrVII,-,111699,112005
YGL203C,chrVII,-,112474,114664
tK(UUU)G1,chrVII,+,115487,115583
YGL202W,chrVII,+,116058,117561
YGL201C,chrVII,-,117853,120907
tK(CUU)G1,chrVII,+,122268,122341
YGL200C,chrVII,-,122693,123305
YGL199C,chrVII,-,123571,124042
YGL198W,chrVII,+,123590,124298
YGL197W,chrVII,+,124697,129161
YGL196W,chrVII,+,129882,131169
YGL195W,chrVII,+,131524,139543
YGL194C-A,chrVII,-,139718,139961
YGL194C,chrVII,-,140367,141726
YGL193C,chrVII,-,141915,142227
YGL192W,chrVII,+,142245,144048
YGL191W,chrVII,+,144807,145197
YGL190C,chrVII,-,145808,147389
YGL189C,chrVII,-,148228,148588
YGL188C-A,chrVII,-,148823,148964
YGL188C,chrVII,-,149342,149516
YGL187C,chrVII,-,149703,150171
YGL186C,chrVII,-,151036,152776
YGL185C,chrVII,-,153166,154306
YGL184C,chrVII,-,154614,156012
YGL183C,chrVII,-,156542,157285
YGL182C,chrVII,-,157272,157596
YGL181W,chrVII,+,157905,159096
YGL180W,chrVII,+,160064,162758
YGL179C,chrVII,-,163408,165091
YGL178W,chrVII,+,167351,170571
YGL177W,chrVII,+,167558,167906
YGL176C,chrVII,-,171414,173079
YGL175C,chrVII,-,173284,174322
YGL174W,chrVII,+,174544,175345
YGL173C,chrVII,-,175526,180113
YGL172W,chrVII,+,180699,182118
YGL171W,chrVII,+,182389,184084
YGL170C,chrVII,-,184152,185394
tK(CUU)G2,chrVII,-,185713,185786
YGL169W,chrVII,+,186058,187339
YGL168W,chrVII,+,187463,187796
YGL167C,chrVII,-,187615,190468
YGL166W,chrVII,+,191128,191806
YGL165C,chrVII,-,191397,191976
YGL164C,chrVII,-,191977,193300
YGL163C,chrVII,-,193706,196403
YGL162W,chrVII,+,198137,199037
YGL161C,chrVII,-,199209,200142
YGL160W,chrVII,+,200560,202273
YGL159W,chrVII,+,202720,203833
tL(CAA)G1,chrVII,+,205520,205634
YGL158W,chrVII,+,207032,208571
YGL157W,chrVII,+,209005,210049
YGL156W,chrVII,+,210415,213667
YGL155W,chrVII,+,214080,215211
YGL154C,chrVII,-,215277,216096
YGL153W,chrVII,+,216272,217298
YGL152C,chrVII,-,216691,217369
YGL151W,chrVII,+,217523,220922
YGL150C,chrVII,-,221103,225573
YGL149W,chrVII,+,225571,225877
YGL148W,chrVII,+,226398,227529
YGL147C,chrVII,-,227753,228329
YGL146C,chrVII,-,228750,229686
YGL145W,chrVII,+,230242,232348
YGL144C,chrVII,-,232449,234507
YGL143C,chrVII,-,234716,235958
YGL142C,chrVII,-,236268,238119
YGL141W,chrVII,+,238352,241085
YGL140C,chrVII,-,241352,245012
YGL139W,chrVII,+,245715,248124
YGL138C,chrVII,-,248493,249531
YGL137W,chrVII,+,249868,252738
YGL136C,chrVII,-,252896,253859
YGL135W,chrVII,+,254640,255294
YGL134W,chrVII,+,255662,256964
YGL133W,chrVII,+,257706,261501
YGL132W,chrVII,+,261579,261915
YGL131C,chrVII,-,261647,265859
YGL130W,chrVII,+,266144,267524
YGL129C,chrVII,-,267722,269075
YGL128C,chrVII,-,269292,270144
YGL127C,chrVII,-,270391,270775
YGL126W,chrVII,+,270996,272139
YGL125W,chrVII,+,272519,274322
YGL124C,chrVII,-,274779,276714
YGL123W,chrVII,+,277616,278381
YGL123C-A,chrVII,-,277633,277864
YGL122C,chrVII,-,278945,280523
YGL121C,chrVII,-,280776,281157
YGL120C,chrVII,-,281633,283937
YGL119W,chrVII,+,284441,285947
tW(CCA)G1,chrVII,-,287349,287455
YGL118C,chrVII,-,288013,288451
YGL117W,chrVII,+,288511,289309
YGL116W,chrVII,+,289808,291641
YGL115W,chrVII,+,292032,293001
YGL114W,chrVII,+,293459,295637
YGL113W,chrVII,+,295931,297938
YGL112C,chrVII,-,298177,299728
YGL111W,chrVII,+,299977,301369
YGL110C,chrVII,-,301536,303411
YGL109W,chrVII,+,303512,303836
YGL108C,chrVII,-,303648,304071
YGL107C,chrVII,-,304332,306273
YGL106W,chrVII,+,306559,307009
YGL105W,chrVII,+,307436,308567
YGL104C,chrVII,-,308712,310173
YGL103W,chrVII,+,310966,311927
YGL102C,chrVII,-,311504,311933
YGL101W,chrVII,+,312192,312840
YGL100W,chrVII,+,313233,314283
YGL099W,chrVII,+,314630,316553
snR82,chrVII,+,316787,317055
YGL098W,chrVII,+,317341,318079
tH(GUG)G2,chrVII,+,319780,319852
YGL097W,chrVII,+,321781,323230
YGL096W,chrVII,+,325330,326161
tE(UUC)G1,chrVII,+,328582,328654
YGL095C,chrVII,-,328873,330607
YGL094C,chrVII,-,331117,334465
YGL093W,chrVII,+,334885,337639
YGL092W,chrVII,+,337905,341859
YGL091C,chrVII,-,342055,343042
YGL090W,chrVII,+,343318,344584
YGL089C,chrVII,-,344790,345153
YGL088W,chrVII,+,345835,346201
snR10,chrVII,+,345985,346230
YGL087C,chrVII,-,346405,346904
YGL086W,chrVII,+,347118,349368
YGL085W,chrVII,+,349615,350440
YGL084C,chrVII,-,350615,352298
YGL083W,chrVII,+,353057,355472
YGL082W,chrVII,+,355826,356972
YGL081W,chrVII,+,357376,358339
YGL080W,chrVII,+,358635,359028
YGL079W,chrVII,+,359443,360100
YGL078C,chrVII,-,360287,361859
YGL077C,chrVII,-,362224,363916
YGL076C,chrVII,-,364334,365996
snR39,chrVII,-,365162,365251
snR39B,chrVII,-,366373,366469
YGL075C,chrVII,-,366924,368088
YGL074C,chrVII,-,368595,368922
YGL073W,chrVII,+,368752,371254
YGL072C,chrVII,-,371002,371362
YGL071W,chrVII,+,372011,374084
YGL070C,chrVII,-,374458,374827
YGL069C,chrVII,-,375049,375514
YGL068W,chrVII,+,375086,375671
YGL067W,chrVII,+,376100,377255
YGL066W,chrVII,+,377608,379582
YGL065C,chrVII,-,379759,381271
YGL064C,chrVII,-,381522,383208
YGL063W,chrVII,+,383653,384766
YGL063C-A,chrVII,-,384501,384651
YGL062W,chrVII,+,385195,388732
YGL061C,chrVII,-,388967,389711
YGL060W,chrVII,+,390064,391990
YGL059W,chrVII,+,392222,393698
YGL058W,chrVII,+,393985,394504
YGL057C,chrVII,-,394965,395829
YGL056C,chrVII,-,396034,397618
YGL055W,chrVII,+,398627,400160
YGL054C,chrVII,-,400870,401287
tE(UUC)G2,chrVII,-,401526,401598
YGL053W,chrVII,+,402588,403302
YGL052W,chrVII,+,403436,403742
YGL051W,chrVII,+,403686,404391
tR(UCU)G1,chrVII,+,405469,405541
YGL050W,chrVII,+,405775,406597
YGL049C,chrVII,-,406859,409604
YGL048C,chrVII,-,410068,411286
YGL047W,chrVII,+,411551,412160
tV(AAC)G1,chrVII,-,412293,412367
YGL045W,chrVII,+,414101,415730
YGL044C,chrVII,-,416145,417036
YGL043W,chrVII,+,417482,418412
YGL042C,chrVII,-,418287,418593
YGL041C-B,chrVII,-,418703,418886
YGL041W-A,chrVII,+,418824,419289
YGL041C,chrVII,-,419021,419225
YGL040C,chrVII,-,419526,420555
tL(CAA)G2,chrVII,+,423091,423205
YGL039W,chrVII,+,423960,425007
YGL038C,chrVII,-,425361,426804
YGL037C,chrVII,-,427296,427947
YGL036W,chrVII,+,428600,431330
YGL035C,chrVII,-,431547,433062
YGL034C,chrVII,-,433213,433579
YGL033W,chrVII,+,435624,436351
YGL032C,chrVII,-,436569,436833
YGL031C,chrVII,-,437466,437934
YGL030W,chrVII,+,439090,439638
YGL029W,chrVII,+,440062,440425
tF(GAA)G,chrVII,-,440715,440807
YGL028C,chrVII,-,441280,442909
YGL027C,chrVII,-,443641,446143
YGL026C,chrVII,-,446411,448535
YGL025C,chrVII,-,448763,449957
YGL024W,chrVII,+,449787,450123
YGL023C,chrVII,-,450196,452104
YGL022W,chrVII,+,452403,454560
YGL021W,chrVII,+,454784,457067
YGL020C,chrVII,-,457162,457870
YGL019W,chrVII,+,458155,458992
YGL018C,chrVII,-,459109,459664
YGL017W,chrVII,+,459853,461365
YGL016W,chrVII,+,461665,464911
YGL015C,chrVII,-,465042,465435
YGL014W,chrVII,+,466140,468807
YGL014C-A,chrVII,-,466236,466398
YGL013C,chrVII,-,469091,472298
YGL012W,chrVII,+,472854,474276
YGL011C,chrVII,-,474488,475247
YGL010W,chrVII,+,475544,476069
YGL009C,chrVII,-,476312,478652
YGL008C,chrVII,-,479909,482666
YGL007C-A,chrVII,-,482940,483027
YGL007W,chrVII,+,483259,483637
YGL006W-A,chrVII,+,485422,485533
YGL006W,chrVII,+,485920,489442
YGL005C,chrVII,-,489707,490547
YGL004C,chrVII,-,490702,491956
YGL003C,chrVII,-,492473,494174
YGL002W,chrVII,+,494516,495167
YGL001C,chrVII,-,495452,496502
YGR001C,chrVII,-,497132,498034
YGR002C,chrVII,-,498475,499906
YGR003W,chrVII,+,500131,502366
YGR004W,chrVII,+,502937,504326
YGR005C,chrVII,-,504656,505859
YGR006W,chrVII,+,506069,506825
YGR007W,chrVII,+,506968,507940
YGR008C,chrVII,-,508109,508364
YGR009C,chrVII,-,509046,511002
YGR010W,chrVII,+,511544,512732
YGR011W,chrVII,+,512496,512823
YGR012W,chrVII,+,513158,514340
YGR013W,chrVII,+,514553,516416
YGR014W,chrVII,+,516942,520863
YGR015C,chrVII,-,521089,522076
YGR016W,chrVII,+,522260,522833
YGR017W,chrVII,+,523786,524680
YGR018C,chrVII,-,524364,524694
YGR019W,chrVII,+,525228,526644
YGR020C,chrVII,-,526972,527329
YGR021W,chrVII,+,527631,528504
YGR022C,chrVII,-,529256,529586
YGR023W,chrVII,+,529263,530919
tD(GUC)G1,chrVII,+,531609,531681
YGR024C,chrVII,-,531882,532596
YGR025W,chrVII,+,532638,532941
YGR026W,chrVII,+,532984,533821
YGR027C,chrVII,-,534131,534458
YGR027W-A,chrVII,+,536056,537379
YGR027W-B,chrVII,+,536056,541325
tE(UUC)G3,chrVII,+,541849,541921
YGR028W,chrVII,+,542202,543291
YGR029W,chrVII,+,543552,544205
tD(GUC)G2,chrVII,-,544576,544648
snR46,chrVII,+,545369,545566
YGR030C,chrVII,-,545680,546157
YGR031W,chrVII,+,546440,547469
YGR031C-A,chrVII,-,546808,547300
YGR032W,chrVII,+,548263,553951
YGR033C,chrVII,-,554247,554967
YGR034W,chrVII,+,555811,556672
YGR035C,chrVII,-,557071,557422
YGR035W-A,chrVII,+,557564,557786
YGR036C,chrVII,-,558148,558868
YGR037C,chrVII,-,559730,559994
YGR038W,chrVII,+,560681,561350
tS(AGA)G,chrVII,-,561661,561743
YGR038C-B,chrVII,-,562198,567467
YGR038C-A,chrVII,-,566144,567467
YGR039W,chrVII,+,574887,575199
YGR040W,chrVII,+,575397,576504
YGR041W,chrVII,+,577486,579130
YGR042W,chrVII,+,579475,580291
YGR043C,chrVII,-,580434,581436
YGR044C,chrVII,-,582989,583892
YGR045C,chrVII,-,583933,584296
YGR046W,chrVII,+,584894,586052
YGR047C,chrVII,-,586391,589469
YGR048W,chrVII,+,589825,590911
YGR049W,chrVII,+,591313,591877
YGR050C,chrVII,-,592085,592442
YGR051C,chrVII,-,592905,593229
YGR052W,chrVII,+,593595,594705
YGR053C,chrVII,-,594985,595837
YGR054W,chrVII,+,596692,598621
YGR055W,chrVII,+,599416,601141
YGR056W,chrVII,+,601660,604447
YGR057C,chrVII,-,604772,605501
YGR058W,chrVII,+,606135,607143
YGR059W,chrVII,+,607562,609101
snR48,chrVII,+,609583,609696
YGR060W,chrVII,+,610563,611493
YGR061C,chrVII,-,611888,615965
YGR062C,chrVII,-,616327,617278
YGR063C,chrVII,-,617515,617824
YGR064W,chrVII,+,617620,617989
YGR065C,chrVII,-,618076,619858
YGR066C,chrVII,-,620920,621799
YGR067C,chrVII,-,622371,624786
YGR068C,chrVII,-,625323,627084
YGR068W-A,chrVII,+,626293,626389
YGR069W,chrVII,+,627082,627418
YGR070W,chrVII,+,627805,631273
YGR071C,chrVII,-,631480,634063
YGR072W,chrVII,+,634303,635467
YGR073C,chrVII,-,635614,635986
YGR074W,chrVII,+,635711,636152
YGR075C,chrVII,-,636146,636875
YGR076C,chrVII,-,637103,637577
YGR077C,chrVII,-,637743,639513
YGR078C,chrVII,-,639771,640371
YGR079W,chrVII,+,640719,641832
YGR080W,chrVII,+,642009,643008
YGR081C,chrVII,-,643147,643780
YGR082W,chrVII,+,644043,644595
YGR083C,chrVII,-,644859,646815
YGR084C,chrVII,-,647122,648142
YGR085C,chrVII,-,648382,648907
YGR086C,chrVII,-,649597,650617
YGR087C,chrVII,-,651289,652981
YGR088W,chrVII,+,654633,656322
YGR089W,chrVII,+,656959,659770
tT(UGU)G1,chrVII,+,661748,661820
YGR090W,chrVII,+,662357,666071
YGR091W,chrVII,+,666340,667825
YGR092W,chrVII,+,668188,669907
YGR093W,chrVII,+,670387,671911
YGR094W,chrVII,+,672185,675500
YGR095C,chrVII,-,675670,676342
YGR096W,chrVII,+,676620,677565
YGR097W,chrVII,+,678694,682135
YGR098C,chrVII,-,682565,687458
YGR099W,chrVII,+,687898,689965
YGR100W,chrVII,+,690244,693097
YGR101W,chrVII,+,693362,694403
YGR102C,chrVII,-,694583,695135
YGR103W,chrVII,+,695416,697234
YGR104C,chrVII,-,697444,698368
YGR105W,chrVII,+,698598,698832
YGR106C,chrVII,-,698988,699786
tL(GAG)G,chrVII,+,700674,700756
tK(UUU)G2,chrVII,-,700952,701048
YGR107W,chrVII,+,702666,703116
YGR108W,chrVII,+,703635,705051
YGR109C,chrVII,-,705358,706501
tC(GCA)G,chrVII,-,707107,707179
YGR109W-A,chrVII,+,707609,708482
YGR109W-B,chrVII,+,707609,712254
YGR110W,chrVII,+,713708,715046
YGR111W,chrVII,+,715827,717030
YGR112W,chrVII,+,717357,718527
YGR113W,chrVII,+,718892,719924
YGR114C,chrVII,-,720264,720654
YGR115C,chrVII,-,720371,721151
YGR116W,chrVII,+,720408,724764
YGR117C,chrVII,-,725048,726479
YGR118W,chrVII,+,726973,727730
YGR119C,chrVII,-,728045,729671
YGR120C,chrVII,-,730032,730821
tN(GUU)G,chrVII,+,731136,731210
YGR121C,chrVII,-,731448,732927
YGR121W-A,chrVII,+,733411,733627
YGR122W,chrVII,+,733934,735143
YGR122C-A,chrVII,-,735629,735758
tR(UCU)G3,chrVII,+,736339,736411
YGR123C,chrVII,-,736661,738203
tI(AAU)G,chrVII,+,739121,739195
YGR124W,chrVII,+,739943,741662
YGR125W,chrVII,+,742324,745435
YGR126W,chrVII,+,745834,746527
YGR127W,chrVII,+,746797,747736
YGR128C,chrVII,-,747949,750091
YGR129W,chrVII,+,750399,751047
YGR130C,chrVII,-,751393,753844
YGR131W,chrVII,+,754725,755250
YGR132C,chrVII,-,755588,756452
YGR133W,chrVII,+,756895,757447
YGR134W,chrVII,+,757769,761138
YGR135W,chrVII,+,761391,762168
YGR136W,chrVII,+,762427,763153
YGR137W,chrVII,+,762887,763262
YGR138C,chrVII,-,763761,765606
YGR139W,chrVII,+,765725,766064
YGR140W,chrVII,+,767428,770299
YGR141W,chrVII,+,770568,771972
YGR142W,chrVII,+,772453,773686
tA(AGC)G,chrVII,+,774348,774421
YGR143W,chrVII,+,775192,777508
tG(UCC)G,chrVII,+,779615,779687
YGR144W,chrVII,+,780398,781379
YGR145W,chrVII,+,781766,783890
YGR146C,chrVII,-,784222,784858
YGR146C-A,chrVII,-,785275,785437
YGR147C,chrVII,-,786053,786920
YGR148C,chrVII,-,787311,787779
YGR149W,chrVII,+,789030,790329
YGR150C,chrVII,-,790458,793053
tA(UGC)G,chrVII,+,794416,794489
YGR151C,chrVII,-,794654,794990
YGR152C,chrVII,-,794673,795492
YGR153W,chrVII,+,796091,796745
YGR154C,chrVII,-,796797,797868
YGR155W,chrVII,+,798542,800066
YGR156W,chrVII,+,800545,801823
YGR157W,chrVII,+,802439,805049
YGR158C,chrVII,-,805268,806021
YGR159C,chrVII,-,806411,807656
YGR160W,chrVII,+,807072,807684
YGR161C,chrVII,-,808628,809420
YGR161W-C,chrVII,+,810226,810505
YGR161W-A,chrVII,+,811737,813054
YGR161W-B,chrVII,+,811737,817051
YGR161C-D,chrVII,-,817746,823015
YGR161C-C,chrVII,-,821692,823015
tV(AAC)G2,chrVII,+,823481,823555
YGR162W,chrVII,+,824058,826917
YGR163W,chrVII,+,827551,828577
YGR164W,chrVII,+,828624,828960
tR(UCU)G2,chrVII,-,828722,828794
YGR165W,chrVII,+,829115,830153
YGR166W,chrVII,+,830514,832197
YGR167W,chrVII,+,832455,833157
YGR168C,chrVII,-,833351,834482
YGR169C,chrVII,-,834688,835903
YGR169C-A,chrVII,-,836386,836665
YGR170W,chrVII,+,837141,840558
YGR171C,chrVII,-,840823,842551
YGR172C,chrVII,-,842844,843591
YGR173W,chrVII,+,843853,844960
tG(GCC)G1,chrVII,+,845648,845719
YGR174C,chrVII,-,845892,846405
YGR174W-A,chrVII,+,846654,846741
YGR175C,chrVII,-,846932,848423
YGR176W,chrVII,+,848719,849067
YGR177C,chrVII,-,848828,850436
YGR178C,chrVII,-,851046,853215
YGR179C,chrVII,-,853674,854895
YGR180C,chrVII,-,855263,856301
tL(CAA)G3,chrVII,-,857377,857491
YGR181W,chrVII,+,858286,858604
YGR182C,chrVII,-,858550,858904
YGR183C,chrVII,-,859062,859476
YGR184C,chrVII,-,859900,865753
YGR185C,chrVII,-,866335,867520
YGR186W,chrVII,+,867773,869981
YGR187C,chrVII,-,870231,871416
YGR188C,chrVII,-,872043,875109
tK(CUU)G3,chrVII,+,876393,876466
YGR189C,chrVII,-,876668,878192
tW(CCA)G2,chrVII,-,878709,878815
YGR190C,chrVII,-,880295,880661
YGR191W,chrVII,+,880419,882231
YGR192C,chrVII,-,882811,883810
YGR193C,chrVII,-,884508,885741
YGR194C,chrVII,-,886072,887875
YGR195W,chrVII,+,888881,889622
YGR196C,chrVII,-,889732,892186
YGR197C,chrVII,-,892496,894140
YGR198W,chrVII,+,894692,897146
YGR199W,chrVII,+,897501,899781
YGR200C,chrVII,-,899903,902270
YGR201C,chrVII,-,902519,903197
YGR202C,chrVII,-,903473,904748
YGR203W,chrVII,+,905236,905683
YGR204W,chrVII,+,905933,908774
YGR204C-A,chrVII,-,909060,909174
YGR205W,chrVII,+,909212,910085
YGR206W,chrVII,+,910431,910737
YGR207C,chrVII,-,910842,911628
YGR208W,chrVII,+,911882,912812
YGR209C,chrVII,-,912912,913227
YGR210C,chrVII,-,913502,914738
YGR211W,chrVII,+,915240,916701
YGR212W,chrVII,+,917039,918446
YGR213C,chrVII,-,918511,919465
YGR214W,chrVII,+,920574,921788
YGR215W,chrVII,+,922174,922507
YGR216C,chrVII,-,922632,924462
YGR217W,chrVII,+,924695,930815
tG(GCC)G2,chrVII,-,930952,931023
YGR218W,chrVII,+,932540,935795
YGR219W,chrVII,+,936034,936376
YGR220C,chrVII,-,936073,936883
YGR221C,chrVII,-,937123,938992
snR7-L,chrVII,-,939458,939672
snR7-S,chrVII,-,939493,939672
YGR222W,chrVII,+,939922,940804
YGR223C,chrVII,-,940868,942215
YGR224W,chrVII,+,942805,944647
YGR225W,chrVII,+,945144,947019
YGR226C,chrVII,-,946791,947001
YGR227W,chrVII,+,947419,948997
YGR228W,chrVII,+,949364,949709
YGR229C,chrVII,-,949381,950899
YGR230W,chrVII,+,951893,952307
YGR231C,chrVII,-,952547,953480
YGR232W,chrVII,+,953959,954646
YGR233C,chrVII,-,954673,958210
YGR234W,chrVII,+,959903,961103
YGR235C,chrVII,-,961359,962061
YGR236C,chrVII,-,962529,962817
YGR237C,chrVII,-,963297,965655
YGR238C,chrVII,-,966038,968687
YGR239C,chrVII,-,969186,970053
YGR240C,chrVII,-,970770,973734
YGR240C-A,chrVII,-,974576,974777
YGR241C,chrVII,-,974874,976581
YGR242W,chrVII,+,976414,976723
YGR243W,chrVII,+,977335,977776
YGR244C,chrVII,-,978035,979319
YGR245C,chrVII,-,979764,982068
YGR246C,chrVII,-,982481,984272
YGR247W,chrVII,+,984965,985685
YGR248W,chrVII,+,985971,986739
YGR249W,chrVII,+,988048,989419
YGR250C,chrVII,-,991175,993521
YGR251W,chrVII,+,995638,996229
YGR252W,chrVII,+,996868,998188
YGR253C,chrVII,-,998357,999140
YGR254W,chrVII,+,1000926,1002240
YGR255C,chrVII,-,1002522,1003962
tT(UGU)G2,chrVII,+,1004215,1004287
YGR256W,chrVII,+,1004623,1006102
YGR257C,chrVII,-,1006204,1007305
YGR258C,chrVII,-,1007670,1010766
YGR259C,chrVII,-,1012480,1012921
YGR260W,chrVII,+,1012484,1014089
YGR261C,chrVII,-,1014320,1016750
YGR262C,chrVII,-,1016973,1017759
YGR263C,chrVII,-,1017966,1019241
YGR264C,chrVII,-,1019597,1021853
YGR265W,chrVII,+,1021647,1022058
YGR266W,chrVII,+,1022655,1024761
YGR267C,chrVII,-,1025003,1025735
YGR268C,chrVII,-,1026056,1026653
YGR269W,chrVII,+,1026635,1026962
YGR270W,chrVII,+,1027369,1031509
YGR270C-A,chrVII,-,1027381,1027600
YGR271W,chrVII,+,1031790,1037694
YGR271C-A,chrVII,-,1037799,1038501
YGR273C,chrVII,-,1038714,1039239
YGR274C,chrVII,-,1039894,1043095
YGR275W,chrVII,+,1043275,1043749
YGR276C,chrVII,-,1043818,1045480
YGR277C,chrVII,-,1045643,1046561
YGR278W,chrVII,+,1046730,1048464
YGR279C,chrVII,-,1048797,1049958
YGR280C,chrVII,-,1050909,1051725
YGR281W,chrVII,+,1052823,1057257
YGR282C,chrVII,-,1057782,1058724
YGR283C,chrVII,-,1059014,1060040
YGR284C,chrVII,-,1060657,1061590
YGR285C,chrVII,-,1061851,1063153
YGR286C,chrVII,-,1063812,1064940
YGR287C,chrVII,-,1067221,1068991
YGR288W,chrVII,+,1070292,1071714
YGR289C,chrVII,-,1073962,1075813
YGR290W,chrVII,+,1075481,1075925
YGR291C,chrVII,-,1076282,1076504
YGR292W,chrVII,+,1076598,1078353
YGR293C,chrVII,-,1079884,1080346
YGR294W,chrVII,+,1080305,1080668
YGR295C,chrVII,-,1081583,1082729
YGR296W,chrVII,+,1084863,1090591
YGR296C-A,chrVII,-,1088869,1089445
YGR296C-B,chrVII,-,1089745,1090228
YHL050C,chrVIII,-,444,3311
YHL050W-A,chrVIII,+,810,1293
YHL049C,chrVIII,-,3725,4541
YHL048C-A,chrVIII,-,5662,5797
YHL048W,chrVIII,+,6400,7546
YHL047C,chrVIII,-,8350,10213
YHL046W-A,chrVIII,+,9980,10307
YHL046C,chrVIII,-,11922,12285
YHL045W,chrVIII,+,12501,12849
YHL044W,chrVIII,+,13564,14272
YHL043W,chrVIII,+,14900,15413
YHL042W,chrVIII,+,15666,16119
YHL041W,chrVIII,+,17391,17841
YHL040C,chrVIII,-,19087,20971
YHL039W,chrVIII,+,21782,23540
YHL038C,chrVIII,-,23616,25509
YHL037C,chrVIII,-,25777,26179
YHL036W,chrVIII,+,26240,27881
YHL035C,chrVIII,-,27977,32756
YHL034W-A,chrVIII,+,33175,33637
YHL034C,chrVIII,-,33192,34077
YHL033C,chrVIII,-,35254,36025
YHL032C,chrVIII,-,36378,38508
YHL031C,chrVIII,-,38814,39486
YHL030W-A,chrVIII,+,39073,39535
YHL030W,chrVIII,+,40083,45690
YHL029C,chrVIII,-,45928,47968
YHL028W,chrVIII,+,48762,50580
YHL027W,chrVIII,+,51110,52988
YHL026C,chrVIII,-,53218,54166
YHL025W,chrVIII,+,54850,55849
YHL024W,chrVIII,+,56648,58790
YHL023C,chrVIII,-,59122,62563
tH(GUG)H,chrVIII,+,62754,62826
YHL022C,chrVIII,-,62960,64157
YHL021C,chrVIII,-,64461,65859
YHL020C,chrVIII,-,66241,67456
YHL019W-A,chrVIII,+,67710,68304
YHL019C,chrVIII,-,67730,69548
YHL018W,chrVIII,+,69707,70070
YHL017W,chrVIII,+,70275,71874
YHL016C,chrVIII,-,72036,74244
YHL015W-A,chrVIII,+,74698,74782
YHL015W,chrVIII,+,75411,75777
YHL014C,chrVIII,-,76096,77314
YHL013C,chrVIII,-,77429,78353
YHL012W,chrVIII,+,78935,80417
YHL011C,chrVIII,-,80653,81616
YHL010C,chrVIII,-,81963,83721
YHL009C,chrVIII,-,84067,85060
tV(AAC)H,chrVIII,-,85297,85371
YHL009W-B,chrVIII,+,85908,91318
YHL009W-A,chrVIII,+,85908,87150
YHL008C,chrVIII,-,92626,94510
YHL007C,chrVIII,-,95117,97937
YHL006W-A,chrVIII,+,97731,98085
YHL006C,chrVIII,-,98342,98795
YHL005C,chrVIII,-,98827,99220
YHL004W,chrVIII,+,99218,100403
YHL003C,chrVIII,-,100647,101883
YHL002C-A,chrVIII,-,102586,103075
YHL002W,chrVIII,+,102611,103970
YHL001W,chrVIII,+,104276,105091
YHR001W,chrVIII,+,106054,107368
YHR001W-A,chrVIII,+,107825,108122
YHR002W,chrVIII,+,108811,109885
YHR003C,chrVIII,-,110027,111317
YHR004C,chrVIII,-,111753,113094
YHR005C,chrVIII,-,113498,114917
YHR005C-A,chrVIII,-,115619,115901
tT(AGU)H,chrVIII,-,116106,116179
YHR006W,chrVIII,+,117813,119439
YHR007C,chrVIII,-,120090,121683
YHR007C-A,chrVIII,-,122549,122765
