ENSG,chromosome,orientation,gname,start,end
ENSG00000137822,chr15,+,TUBGCP4,43369221,43409771
ENSG00000020256,chr20,-,ZFP64,52051663,52204308
ENSG00000228567,chr19,-,VN1R4,53266676,53267723
ENSG00000107736,chr10,+,CDH23,71396934,71815947
ENSG00000254901,chr19,-,BORCS8,19176903,19192591
ENSG00000108604,chr17,-,SMARCD2,63832081,63843065
ENSG00000157219,chr7,+,HTR5A,155070324,155085749
ENSG00000184954,chr12,-,OR6C70,55469200,55470138
ENSG00000049449,chr11,+,RCN1,31812391,32105755
ENSG00000136213,chr7,+,CHST12,2403560,2448483
ENSG00000111325,chr12,+,OGFOD2,122974580,122980043
ENSG00000135413,chr12,-,LACRT,54630811,54634895
ENSG00000069275,chr1,-,NUCKS1,205712819,205750276
ENSG00000122335,chr6,-,SERAC1,158109515,158168270
ENSG00000197706,chr12,+,OR6C74,55247198,55248302
ENSG00000204815,chr17,+,TTC25,41930635,41965651
ENSG00000144278,chr2,+,GALNT13,153871913,154453849
ENSG00000198883,chrX,-,PNMA5,152988824,152994127
ENSG00000244414,chr1,+,CFHR1,196819757,196832189
ENSG00000166160,chrX,+,OPN1MW2,154219756,154233286
ENSG00000156475,chr5,-,PPP2R2B,146581146,147084784
ENSG00000106853,chr9,-,PTGR1,111549722,111599855
ENSG00000140931,chr16,+,CMTM3,66603874,66613892
ENSG00000166173,chr15,-,LARP6,70829130,70854159
ENSG00000134153,chr15,-,EMC7,34084017,34101948
ENSG00000179813,chr13,+,FAM216B,42781550,42791549
ENSG00000069974,chr15,-,RAB27A,55202966,55319113
ENSG00000117528,chr1,+,ABCD3,94418455,94518666
ENSG00000176971,chr11,+,FIBIN,26994184,26996121
ENSG00000129682,chrX,-,FGF13,138614731,139222777
ENSG00000198028,chr19,-,ZNF560,9466507,9498607
ENSG00000177108,chr14,-,ZDHHC22,77131270,77142734
ENSG00000167005,chr16,-,NUDT21,56429133,56452199
ENSG00000106605,chr7,+,BLVRA,43758680,43807342
ENSG00000110700,chr11,-,RPS13,17074389,17077787
ENSG00000114993,chr2,-,RTKN,74425836,74442422
ENSG00000185594,chr15,+,SPATA8,96783389,96785615
ENSG00000090659,chr19,-,CD209,7739994,7747564
ENSG00000241468,chr7,-,ATP5J2,99448475,99466331
ENSG00000160284,chr21,-,SPATC1L,46161148,46184476
ENSG00000102349,chrX,+,KLF8,56232421,56287889
ENSG00000164104,chr4,-,HMGB2,173331695,173335125
ENSG00000150510,chr13,+,FAM124A,51222334,51284241
ENSG00000126254,chr19,+,RBM42,35629030,35637686
ENSG00000163499,chr2,-,CRYBA2,218990189,218993421
ENSG00000104979,chr19,+,C19orf53,13774168,13778462
ENSG00000137936,chr1,-,BCAR3,93561786,93847150
ENSG00000066230,chr5,-,SLC9A3,473310,524332
ENSG00000204442,chr13,-,FAM155A,107163510,107866735
ENSG00000162817,chr1,+,C1orf115,220689845,220699157
ENSG00000267978,chrX,-,MAGEA9B,149581653,149587453
ENSG00000180190,chr8,-,TDRP,489792,545781
ENSG00000165891,chr12,-,E2F7,77021247,77065580
ENSG00000136404,chr15,+,TM6SF1,83107407,83144854
ENSG00000108691,chr17,+,CCL2,34255218,34257203
ENSG00000227345,chr10,-,PARG,49818279,49970203
ENSG00000178028,chr1,+,DMAP1,44213455,44220681
ENSG00000185947,chr16,+,ZNF267,31873758,31917357
ENSG00000107968,chr10,+,MAP3K8,30433937,30461833
ENSG00000129055,chr3,-,ANAPC13,134477706,134486716
ENSG00000090863,chr16,-,GLG1,74447427,74607144
ENSG00000076604,chr17,+,TRAF4,28743984,28750958
ENSG00000185561,chr17,-,TLCD2,1702790,1710438
ENSG00000180198,chr1,+,RCC1,28505943,28539300
ENSG00000138381,chr2,+,ASNSD1,189661385,189670831
ENSG00000242247,chr22,-,ARFGAP3,42796502,42858106
ENSG00000139718,chr12,+,SETD1B,121804180,121832584
ENSG00000143942,chr2,+,CHAC2,53767792,53775196
ENSG00000227507,chr6,-,LTB,31580525,31582522
ENSG00000163798,chr2,+,SLC4A1AP,27663471,27694976
ENSG00000183044,chr16,+,ABAT,8674565,8784575
ENSG00000189266,chr1,+,PNRC2,23959109,23963462
ENSG00000138029,chr2,+,HADHB,26243170,26290468
ENSG00000108819,chr17,-,PPP1R9B,50133735,50150630
ENSG00000118508,chr6,+,RAB32,146543693,146554965
ENSG00000168412,chr4,-,MTNR1A,186533655,186555567
ENSG00000122035,chr13,+,RASL11A,27270327,27273690
ENSG00000065882,chr4,+,TBC1D1,37891087,38139175
ENSG00000157637,chr17,-,SLC38A10,81245000,81295547
ENSG00000009954,chr7,-,BAZ1B,73440398,73522278
ENSG00000101463,chr20,+,SYNDIG1,24469199,24666616
ENSG00000163793,chr2,+,DNAJC5G,27275421,27281499
ENSG00000221909,chr7,-,FAM200A,99546308,99558536
ENSG00000136937,chr9,+,NCBP1,97633626,97673748
ENSG00000146733,chr7,-,PSPH,56011051,56051604
ENSG00000250254,chr4,+,PTTG2,37960435,37961125
ENSG00000043143,chr5,+,JADE2,134524312,134583230
ENSG00000145284,chr4,-,SCD5,82629539,82798857
ENSG00000051620,chr6,+,HEBP2,138403531,138422197
ENSG00000106624,chr7,+,AEBP1,44104361,44114562
ENSG00000181588,chr19,-,MEX3D,1554669,1568058
ENSG00000141194,chr17,+,OR4D1,58155133,58156156
ENSG00000116771,chr1,-,AGMAT,15572353,15585110
ENSG00000159197,chr21,+,KCNE2,34364024,34371389
ENSG00000154914,chr17,+,USP43,9644698,9729691
ENSG00000146247,chr6,-,PHIP,78935867,79078236
ENSG00000186638,chr9,-,KIF24,34252381,34329200
ENSG00000174460,chrX,+,ZCCHC12,118823790,118826968
ENSG00000184575,chr12,+,XPOT,64404350,64451127
ENSG00000096093,chr6,+,EFHC1,52420308,52495785
ENSG00000013503,chr12,+,POLR3B,106357658,106510198
ENSG00000143858,chr1,-,SYT2,202590596,202710417
ENSG00000105392,chr19,+,CRX,47819779,47843330
ENSG00000226929,chrX,-,CT47A11,120933840,120937158
ENSG00000160460,chr19,+,SPTBN4,40466241,40576464
ENSG00000175166,chr3,+,PSMD2,184298709,184309054
ENSG00000204711,chr9,+,C9orf135,69820793,69906232
ENSG00000204843,chr2,-,DCTN1,74361154,74392087
ENSG00000167034,chr8,-,NKX3-1,23678693,23682927
ENSG00000256977,chr2,+,LIMS3,109898428,109924868
ENSG00000236334,chr1,-,PPIAL4G,148479824,148483679
ENSG00000103111,chr16,+,MON1B,77190835,77202405
ENSG00000143167,chr1,-,GPA33,167052836,167166479
ENSG00000141504,chr17,-,SAT2,7626234,7627876
ENSG00000186910,chr14,-,SERPINA11,94442464,94452790
ENSG00000198648,chr2,-,STK39,167954020,168248141
ENSG00000163430,chr3,-,FSTL1,120392293,120451253
ENSG00000152240,chr18,+,HAUS1,46104332,46128333
ENSG00000124812,chr6,-,CRISP1,49834257,49877096
ENSG00000203778,chr6,+,FAM229B,112087599,112102790
ENSG00000197658,chr11,-,SLC22A24,63079940,63144221
ENSG00000135540,chr6,-,NHSL1,138422043,138692571
ENSG00000158578,chrX,-,ALAS2,55009055,55031064
ENSG00000204669,chr9,-,C9orf57,72051376,72072721
ENSG00000147010,chrX,-,SH3KBP1,19533975,19887601
ENSG00000149532,chr11,-,CPSF7,61402641,61430031
ENSG00000125977,chr20,-,EIF2S2,34088298,34112332
ENSG00000105948,chr7,+,TTC26,139133744,139191986
ENSG00000204571,chr11,-,KRTAP5-11,71579714,71603353
ENSG00000178445,chr9,-,GLDC,6532464,6645650
ENSG00000138092,chr2,+,CENPO,24793136,24822376
ENSG00000213029,chr1,+,SPHAR,229304857,229305504
ENSG00000004776,chr19,-,HSPB6,35754568,35758079
ENSG00000151338,chr14,+,MIPOL1,37197913,37552361
ENSG00000001626,chr7,+,CFTR,117465784,117715971
ENSG00000109101,chr17,+,FOXN1,28506243,28538896
ENSG00000174720,chr4,+,LARP7,112636964,112657592
ENSG00000170876,chr3,+,TMEM43,14124940,14143679
ENSG00000173762,chr17,-,CD7,82314868,82317602
ENSG00000001561,chr6,+,ENPP4,46129993,46146699
ENSG00000176136,chr18,+,MC5R,13824155,13826743
ENSG00000162086,chr16,+,ZNF75A,3305406,3318852
ENSG00000101441,chr20,-,CST4,23685640,23689040
ENSG00000186660,chr11,+,ZFP91,58579111,58621042
ENSG00000198053,chr20,+,SIRPA,1894167,1940592
ENSG00000237289,chr15,+,CKMT1B,43593054,43604901
ENSG00000198964,chr10,-,SGMS1,50305586,50625163
ENSG00000124449,chr19,+,IRGC,43716010,43720021
ENSG00000101440,chr20,+,ASIP,34194569,34269344
ENSG00000119042,chr2,-,SATB2,199269500,199471266
ENSG00000120802,chr12,+,TMPO,98515512,98550379
ENSG00000039987,chr19,+,BEST2,12751702,12758458
ENSG00000127362,chr7,+,TAS2R3,141764097,141765197
ENSG00000125965,chr20,-,GDF5,35433347,35454746
ENSG00000186205,chr1,+,MARC1,220786759,220819657
ENSG00000130935,chr17,+,NOL11,67717833,67744531
ENSG00000241945,chr21,+,PWP2,44107290,44131181
ENSG00000066032,chr2,+,CTNNA2,79185231,80648861
ENSG00000139572,chr12,-,GPR84,54362445,54364487
ENSG00000121898,chr10,-,CPXM2,123706207,123940267
ENSG00000166840,chr11,+,GLYATL1,58905398,59043527
ENSG00000149269,chr11,-,PAK1,77321707,77474635
ENSG00000124102,chr20,+,PI3,45174876,45176544
ENSG00000120925,chr8,-,RNF170,42849637,42897290
ENSG00000131386,chr3,+,GALNT15,16174649,16231992
ENSG00000186198,chr15,+,SLC51B,65045370,65053396
ENSG00000161203,chr3,+,AP2M1,184174689,184184091
ENSG00000205329,chr12,+,OR6C3,55331701,55332636
ENSG00000161807,chr19,-,OR7G1,9114828,9115763
ENSG00000180479,chr19,-,ZNF571,37554782,37594790
ENSG00000198746,chr1,-,GPATCH3,26890488,26900466
ENSG00000215029,chrX,-,TCP11X2,102374628,102471812
ENSG00000069248,chr1,-,NUP133,229440260,229508341
ENSG00000142182,chr21,-,DNMT3L,44246339,44262216
ENSG00000138686,chr4,-,BBS7,121824440,121870497
ENSG00000174914,chr11,+,OR9G1,56700388,56701305
ENSG00000175130,chr1,-,MARCKSL1,32333832,32336379
ENSG00000065427,chr16,-,KARS,75627474,75648643
ENSG00000180304,chr15,-,OAZ2,64687573,64703281
ENSG00000197140,chr8,+,ADAM32,39106990,39284911
ENSG00000146410,chr6,-,MTFR2,136231024,136250335
ENSG00000123154,chr19,+,WDR83,12666800,12675832
ENSG00000054793,chr20,-,ATP9A,51596514,51768634
ENSG00000176422,chr12,+,SPRYD4,56468567,56479707
ENSG00000050748,chr5,-,MAPK9,180233143,180292099
ENSG00000160685,chr1,+,ZBTB7B,155002630,155018522
ENSG00000146166,chr6,-,LGSN,63275951,63319977
ENSG00000222046,chr1,+,DCDC2B,32209094,32216196
ENSG00000166794,chr15,-,PPIB,64155812,64163205
ENSG00000115425,chr2,-,PECR,215996329,216082955
ENSG00000198753,chrX,+,PLXNB3,153764196,153779346
ENSG00000186567,chr19,+,CEACAM19,44662278,44684359
ENSG00000105971,chr7,+,CAV2,116287380,116508541
ENSG00000169605,chr2,+,GKN1,68974573,68980974
ENSG00000186509,chr11,+,OR9Q1,58023881,58181616
ENSG00000266074,chr17,+,BAHCC1,81395475,81466332
ENSG00000015676,chr7,-,NUDCD3,44379121,44490880
ENSG00000010932,chr1,+,FMO1,171248471,171285978
ENSG00000172538,chr10,-,FAM170B,49131154,49134008
ENSG00000176219,chr14,+,OR11H6,20223632,20224805
ENSG00000139154,chr12,+,AEBP2,19404045,19720801
ENSG00000234906,chr19,+,APOC2,44946035,44949565
ENSG00000221988,chr6,+,PPT2,32153441,32163680
ENSG00000177030,chr11,-,DEAF1,644233,706715
ENSG00000112312,chr6,+,GMNN,24774931,24786099
ENSG00000111669,chr12,+,TPI1,6867119,6870948
ENSG00000125633,chr2,-,CCDC93,117915478,118014133
ENSG00000166681,chrX,+,NGFRAP1,103376340,103378077
ENSG00000125409,chr17,-,TEKT3,15303811,15341641
ENSG00000115484,chr2,-,CCT4,61868089,61888804
ENSG00000175414,chr5,+,ARL10,176365468,176401865
ENSG00000158604,chr7,-,TMED4,44577894,44582287
ENSG00000115806,chr2,+,GORASP2,170928464,170967129
ENSG00000123610,chr2,+,TNFAIP6,151357592,151380048
ENSG00000163714,chr3,+,U2SURP,142964497,143060546
ENSG00000110092,chr11,+,CCND1,69641087,69654474
ENSG00000183463,chr13,-,URAD,27977714,27988654
ENSG00000198625,chr1,+,MDM4,204516379,204558120
ENSG00000166523,chr12,-,CLEC4E,8533305,8540963
ENSG00000272333,chr19,+,KMT2B,35718019,35738878
ENSG00000049540,chr7,+,ELN,74027789,74069907
ENSG00000176945,chr3,+,MUC20,195720882,195741123
ENSG00000205542,chrX,+,TMSB4X,12975108,12977227
ENSG00000188710,chr9,-,QRFP,130892702,130896812
ENSG00000027869,chr1,-,SH2D2A,156806243,156816862
ENSG00000130150,chrX,+,MOSPD2,14873441,14922327
ENSG00000088538,chr3,+,DOCK3,50675241,51384198
ENSG00000006459,chr7,-,KDM7A,140084746,140177035
ENSG00000118816,chr4,-,CCNI,77047158,77076005
ENSG00000101928,chrX,-,MOSPD1,134887626,134915267
ENSG00000166592,chr16,-,RRAD,66921679,66925644
ENSG00000105397,chr19,-,TYK2,10350529,10380676
ENSG00000148943,chr11,-,LIN7C,27494576,27506773
ENSG00000232264,chr4,+,USP17L24,9325165,9327116
ENSG00000118193,chr1,-,KIF14,200551497,200620734
ENSG00000135476,chr12,+,ESPL1,53268299,53293643
ENSG00000103148,chr16,-,NPRL3,84271,138860
ENSG00000100565,chr14,+,LRRC74A,76826372,76870302
ENSG00000197406,chr14,+,DIO3,101561351,101563452
ENSG00000168038,chr3,-,ULK4,41246599,41962430
ENSG00000135404,chr12,-,CD63,55725323,55729707
ENSG00000172348,chr6,-,RCAN2,46220736,46491972
ENSG00000173163,chr2,+,COMMD1,61888724,62147247
ENSG00000204449,chr11,+,TRIM49C,90031106,90042025
ENSG00000148090,chr9,-,AUH,91213815,91361913
ENSG00000186119,chr11,+,OR5D18,55819630,55820571
ENSG00000179262,chr19,+,RAD23A,12945855,12953642
ENSG00000116785,chr1,+,CFHR3,196774795,196795406
ENSG00000156486,chr8,+,KCNS2,98427022,98432848
ENSG00000230347,chrX,-,CT47A8,120877490,120951744
ENSG00000133195,chr17,-,SLC39A11,72645949,73092712
ENSG00000156194,chr4,-,PPEF2,75859864,75902571
ENSG00000048540,chr12,-,LMO3,16548373,16610594
ENSG00000141086,chr16,-,CTRL,67927640,67932414
ENSG00000088356,chr20,-,PDRG1,31944342,31952092
ENSG00000100379,chr22,+,KCTD17,37051736,37063390
ENSG00000105373,chr19,+,GLTSCR2,47745522,47757058
ENSG00000138764,chr4,+,CCNG2,77157151,77433388
ENSG00000123374,chr12,+,CDK2,55966769,55972784
ENSG00000142208,chr14,-,AKT1,104769349,104795751
ENSG00000165025,chr9,+,SYK,90801787,90898549
ENSG00000183495,chr12,+,EP400,131949920,132081102
ENSG00000166562,chr18,+,SEC11C,59139477,59158836
ENSG00000184344,chr12,-,GDF3,7689782,7695776
ENSG00000213988,chr19,+,ZNF90,20077994,20127076
ENSG00000160087,chr1,-,UBE2J2,1253909,1273885
ENSG00000103740,chr15,-,ACSBG1,78167468,78245688
ENSG00000214655,chr10,+,ZSWIM8,73785582,73801797
ENSG00000164182,chr5,+,NDUFAF2,60945129,61153037
ENSG00000168875,chr3,+,SOX14,137764284,137766338
ENSG00000258102,chr12,+,MAP1LC3B2,116548105,116576448
ENSG00000166927,chr11,+,MS4A7,60378482,60395951
ENSG00000244005,chr20,-,NFS1,35668055,35699359
ENSG00000267796,chr19,+,LIN37,35748361,35754519
ENSG00000117266,chr1,+,CDK18,205504595,205532793
ENSG00000133863,chr8,-,TEX15,30831544,30890606
ENSG00000189350,chr2,+,FAM179A,28956611,29061373
ENSG00000224389,chr6,+,C4B,32014762,32035418
ENSG00000075413,chr14,+,MARK3,103385392,103503831
ENSG00000173431,chr14,+,RNASE8,21057822,21058455
ENSG00000187017,chr1,+,ESPN,6424788,6461370
ENSG00000167840,chr17,-,ZNF232,5105541,5123116
ENSG00000178928,chr19,-,TPRX1,47801243,47819051
ENSG00000146963,chr7,+,LUC7L2,139340359,139423457
ENSG00000180353,chr3,-,HCLS1,121631399,121660927
ENSG00000182652,chr14,+,OR4Q3,19747428,19748369
ENSG00000242950,chr7,-,ERVW-1,92468380,92477986
ENSG00000111305,chr12,-,GSG1,13083560,13103683
ENSG00000196793,chr10,-,ZNF239,43556344,43574618
ENSG00000187164,chr10,-,SHTN1,116881482,117126586
ENSG00000076662,chr19,-,ICAM3,10333776,10339823
ENSG00000108176,chr10,-,DNAJC12,67796665,67838166
ENSG00000101856,chrX,+,PGRMC1,119236245,119244466
ENSG00000136478,chr17,-,TEX2,64147227,64263301
ENSG00000144231,chr2,-,POLR2D,127843551,127858157
ENSG00000164169,chr4,-,PRMT9,147637785,147684230
ENSG00000163395,chr1,+,IGFN1,201190825,201228952
ENSG00000198643,chr3,-,FAM3D,58633946,58666848
ENSG00000188779,chr15,+,SKOR1,67819704,67834561
ENSG00000049192,chr5,-,ADAMTS6,65148736,65481920
ENSG00000187116,chr19,-,LILRA5,54307070,54313139
ENSG00000171222,chr20,-,SCAND1,35953617,35959472
ENSG00000188730,chr7,+,VWC2,49773661,49921950
ENSG00000144040,chr2,-,SFXN5,72942036,73075619
ENSG00000067715,chr12,+,SYT1,78863993,79452008
ENSG00000185122,chr8,+,HSF1,144291591,144314722
ENSG00000109929,chr11,+,SC5D,121292453,121308694
ENSG00000168314,chr3,+,MOBP,39467198,39529479
ENSG00000171794,chr10,+,UTF1,133230274,133231558
ENSG00000165816,chr10,+,VWA2,114239330,114291513
ENSG00000225697,chr3,-,SLC26A6,48625723,48635493
ENSG00000163376,chr3,+,KBTBD8,66998307,67011210
ENSG00000173230,chr3,-,GOLGB1,121663199,121749767
ENSG00000100483,chr14,-,VCPKMT,50108632,50116600
ENSG00000080823,chr14,-,MOK,102224500,102305200
ENSG00000163491,chr3,-,NEK10,27110085,27369460
ENSG00000083444,chr1,+,PLOD1,11934205,11975538
ENSG00000183607,chr2,-,GKN2,68945232,68952970
ENSG00000180549,chr9,-,FUT7,137030174,137033010
ENSG00000170473,chr12,-,PYM1,55901413,55932618
ENSG00000135677,chr12,-,GNS,64713445,64759447
ENSG00000168118,chr1,+,RAB4A,229271062,229305894
ENSG00000116141,chr1,+,MARK1,220528183,220664461
ENSG00000198783,chr17,+,ZNF830,34961530,34963775
ENSG00000116679,chr1,-,IVNS1ABP,185296388,185317329
ENSG00000163249,chr2,+,CCNYL1,207711540,207761839
ENSG00000269067,chr19,-,ZNF728,22975468,23003176
ENSG00000156050,chr14,-,FAM161B,73931501,73950414
ENSG00000185291,chrX,+,IL3RA,1336616,1382689
ENSG00000104835,chr19,-,SARS2,38915266,38930896
ENSG00000007306,chr19,-,CEACAM7,41673307,41706976
ENSG00000139160,chr12,+,METTL20,31647160,31673114
ENSG00000154222,chr1,-,CC2D1B,52345723,52366193
ENSG00000244731,chr6,+,C4A,31982024,32002681
ENSG00000205856,chr22,-,C22orf42,32149006,32159322
ENSG00000130787,chr12,+,HIP1R,122834453,122862960
ENSG00000184117,chr22,-,NIPSNAP1,29554808,29581337
ENSG00000121766,chr1,+,ZCCHC17,31296982,31364953
ENSG00000029363,chr6,-,BCLAF1,136256863,136289851
ENSG00000100722,chr14,+,ZC3H14,88562909,88627596
ENSG00000119125,chr9,+,GDA,72114595,72257193
ENSG00000183753,chrY,+,BPY2,22973819,23005465
ENSG00000162367,chr1,-,TAL1,47216290,47232220
ENSG00000196092,chr9,-,PAX5,36833275,37034185
ENSG00000057468,chr1,+,MSH4,75796882,75913238
ENSG00000204577,chr19,-,LILRB3,54216278,54223506
ENSG00000135454,chr12,-,B4GALNT1,57623410,57633355
ENSG00000181016,chr7,+,LSMEM1,112480853,112491062
ENSG00000160469,chr19,+,BRSK1,55282072,55312533
ENSG00000143258,chr1,+,USP21,161159450,161165723
ENSG00000206474,chr6,+,OR10C1,29439306,29440977
ENSG00000005844,chr16,+,ITGAL,30472658,30523185
ENSG00000102901,chr16,-,CENPT,67828157,67847811
ENSG00000213626,chr2,+,LBH,30231531,30323730
ENSG00000186951,chr22,+,PPARA,46150521,46243756
ENSG00000112304,chr6,+,ACOT13,24667035,24705065
ENSG00000185088,chr15,-,RPS27L,63125872,63158021
ENSG00000073861,chr17,+,TBX21,47733244,47746119
ENSG00000109943,chr11,+,CRTAM,122838500,122872639
ENSG00000172578,chr3,-,KLHL6,183487531,183555689
ENSG00000198835,chr1,+,GJC2,228149852,228159826
ENSG00000244025,chr21,-,KRTAP19-3,30480048,30491985
ENSG00000106105,chr7,+,GARS,30594681,30634033
ENSG00000214415,chr7,-,GNAT3,80458671,80512020
ENSG00000012211,chrX,-,PRICKLE3,49175264,49186528
ENSG00000120217,chr9,+,CD274,5450503,5470566
ENSG00000124279,chr5,-,FASTKD3,7859159,7869037
ENSG00000167103,chr9,-,PIP5KL1,127920879,127930797
ENSG00000118160,chr19,-,SLC8A2,47428017,47472168
ENSG00000012048,chr17,-,BRCA1,43044295,43170245
ENSG00000196449,chr1,-,YRDC,37802944,37808185
ENSG00000221882,chr17,-,OR3A2,3277899,3278974
ENSG00000077264,chrX,+,PAK3,110944285,111227361
ENSG00000171116,chrX,+,HSFX1,149774068,149776867
ENSG00000170745,chr2,+,KCNS3,17877847,18361616
ENSG00000156253,chr21,-,RWDD2B,29004384,29019378
ENSG00000084207,chr11,+,GSTP1,67583595,67586660
ENSG00000108443,chr17,+,RPS6KB1,59893046,59950564
ENSG00000188039,chr19,+,NWD1,16719976,16817963
ENSG00000018510,chr2,+,AGPS,177392644,177543836
ENSG00000135317,chr6,-,SNX14,85505496,85594156
ENSG00000125246,chr13,+,CLYBL,99606669,99897134
ENSG00000184786,chr6,-,TCTE3,169740114,169751587
ENSG00000069482,chr11,+,GAL,68683779,68691175
ENSG00000179361,chr15,+,ARID3B,74541177,74598131
ENSG00000179886,chr8,+,TIGD5,143597835,143603224
ENSG00000095627,chr10,+,TDRD1,114179270,114232304
ENSG00000129467,chr14,-,ADCY4,24318349,24335093
ENSG00000211450,chr11,+,C11orf31,57741250,57743554
ENSG00000131591,chr1,-,C1orf159,1081818,1116361
ENSG00000022355,chr5,+,GABRA1,161847191,161899981
ENSG00000158042,chr11,-,MRPL17,6680782,6683401
ENSG00000168703,chr20,-,WFDC12,45123425,45124465
ENSG00000172476,chrX,-,RAB40A,103499750,103519489
ENSG00000165609,chr10,-,NUDT5,12165325,12196144
ENSG00000104808,chr19,+,DHDH,48933682,48944969
ENSG00000061918,chr4,+,GUCY1B3,155758992,155807591
ENSG00000139549,chr12,-,DHH,49089421,49094819
ENSG00000106809,chr9,-,OGN,92383967,92404696
ENSG00000008952,chr3,+,SEC62,169966635,169998373
ENSG00000130640,chr10,-,TUBGCP2,133278630,133312337
ENSG00000164061,chr3,+,BSN,49554489,49671545
ENSG00000213676,chr6,-,ATF6B,32098176,32128253
ENSG00000068985,chrX,-,PAGE1,49687450,49695993
ENSG00000170523,chr12,-,KRT83,52314301,52321398
ENSG00000179331,chr11,+,RAB39A,107928503,107963482
ENSG00000126952,chrX,-,NXF5,101832112,101857577
ENSG00000197721,chr1,+,CR1L,207645113,207738416
ENSG00000140527,chr15,+,WDR93,89690797,89743638
ENSG00000152402,chr11,-,GUCY1A2,106674012,107018524
ENSG00000213892,chr19,+,CEACAM16,44699151,44710714
ENSG00000092201,chr14,-,SUPT16H,21351472,21384266
ENSG00000184574,chr12,-,LPAR5,6618835,6636447
ENSG00000133121,chr13,-,STARD13,33103135,33350630
ENSG00000089157,chr12,-,RPLP0,120196686,120201235
ENSG00000162105,chr11,-,SHANK2,70467856,71252577
ENSG00000149577,chr11,+,SIDT2,117178733,117197445
ENSG00000129596,chr5,-,CDO1,115804733,115816954
ENSG00000144681,chr3,+,STAC,36380344,36548007
ENSG00000138378,chr2,-,STAT4,191029576,191151596
ENSG00000122873,chr10,+,CISD1,58269058,58289586
ENSG00000136021,chr12,+,SCYL2,100267140,100341724
ENSG00000130731,chr16,-,C16orf13,634427,636366
ENSG00000140481,chr15,+,CCDC33,74236289,74336472
ENSG00000143971,chr2,+,ETAA1,67397319,67410545
ENSG00000135521,chr6,+,LTV1,143843344,143863812
ENSG00000179832,chr8,+,MROH1,144148016,144261940
ENSG00000183475,chr15,+,ASB7,100602534,100651705
ENSG00000143387,chr1,-,CTSK,150796208,150808323
ENSG00000083838,chr19,+,ZNF446,58474017,58481230
ENSG00000270898,chr2,-,GPR75-ASB3,53670293,53860160
ENSG00000119684,chr14,-,MLH3,75013764,75051532
ENSG00000197457,chr20,-,STMN3,63639705,63657682
ENSG00000006837,chr5,-,CDKL3,134286350,134371047
ENSG00000169432,chr2,-,SCN9A,166195185,166375993
ENSG00000155508,chr5,+,CNOT8,154857553,154876793
ENSG00000088826,chr20,+,SMOX,4120980,4187747
ENSG00000177791,chr10,-,MYOZ1,73631654,73641757
ENSG00000162599,chr1,+,NFIA,60865259,61462793
ENSG00000174775,chr11,-,HRAS,532242,537287
ENSG00000080573,chr19,-,COL5A3,9959561,10010471
ENSG00000065371,chr3,-,ROPN1,123968521,123992178
ENSG00000131018,chr6,-,SYNE1,152121684,152637801
ENSG00000153495,chr13,+,TEX29,111316184,111344249
ENSG00000100362,chr22,-,PVALB,36800684,36819479
ENSG00000184428,chr8,-,TOP1MT,143304384,143359979
ENSG00000137265,chr6,+,IRF4,391739,411447
ENSG00000233932,chr15,+,CTXN2,48191539,48203756
ENSG00000174749,chr4,+,C4orf32,112145397,112195256
ENSG00000213639,chr2,+,PPP1CB,28751640,28802940
