chromosome,start,end,orientation,name,wbid,gname
chrIV,8494537,8496352,-,C28C12.12,WBGene00016182,
chrIV,8492529,8494474,+,C28C12.13,WBGene00005670,sru-7
chrIV,8499306,8500092,+,C28C12.2,WBGene00016178,mesp-1
chrIV,8490208,8490881,+,C28C12.3,WBGene00016179,
chrIV,8487484,8488411,+,C28C12.4,WBGene00016180,
chrIV,8481651,8483697,+,C28C12.5,WBGene00004993,spp-8
chrIV,8477167,8480626,+,C28C12.7,WBGene00004995,spp-10
chrIV,8478564,8479433,-,C28C12.8,WBGene00001956,hlh-12
chrIV,8496470,8498858,-,C28C12.9,WBGene00001566,acdh-13
chrIV,9728657,9731060,+,C28D4.1,WBGene00003690,nhr-100
chrIV,9738491,9739201,+,C28D4.10,WBGene00007796,
chrIV,9731718,9737602,-,C28D4.2,WBGene00000509,cka-1
chrIV,9739183,9740882,-,C28D4.3,WBGene00001607,gln-6
chrIV,9743743,9744984,-,C28D4.4,WBGene00007792,
chrIV,9745536,9746788,-,C28D4.5,WBGene00007793,
chrIV,9741841,9743128,-,C28D4.7,WBGene00007794,
chrIV,9747209,9748423,-,C28D4.8,WBGene00007795,
chrIV,9725232,9729073,+,C28D4.9,WBGene00003728,nhr-138
chrII,7505302,7506550,+,C28F5.1,WBGene00016183,
chrII,7507084,7513928,-,C28F5.2,WBGene00016184,glb-9
chrII,7519813,7523321,-,C28F5.4,WBGene00016185,
chrX,8844233,8848504,+,C28G1.1,WBGene00006718,ubc-23
chrX,8836591,8837807,+,C28G1.2,WBGene00016187,
chrX,8831686,8835662,-,C28G1.3,WBGene00016188,sec-15
chrX,8849084,8853568,-,C28G1.4,WBGene00016189,
chrX,8826654,8828479,-,C28G1.5,WBGene00016190,
chrX,8829880,8831141,-,C28G1.6,WBGene00016191,
chrIII,5926015,5927121,+,C28H8.1,WBGene00016192,
chrIII,5917583,5920041,-,C28H8.11,WBGene00016201,tdo-2
chrIII,5924346,5925709,-,C28H8.12,WBGene00001018,dnc-2
chrIII,5923142,5924386,+,C28H8.2,WBGene00016193,
chrIII,5908653,5914689,+,C28H8.3,WBGene00016194,
chrIII,5906999,5908378,+,C28H8.4,WBGene00016195,
chrIII,5884262,5885730,+,C28H8.5,WBGene00016196,
chrIII,5889674,5895968,-,C28H8.6,WBGene00016197,pxl-1
chrIII,5885802,5886911,-,C28H8.7,WBGene00016198,
chrIII,5886908,5888730,-,C28H8.8,WBGene00016199,
chrIII,5903527,5906077,-,C28H8.9,WBGene00016200,dpff-1
chrV,10812324,10813384,-,C29A12.1,WBGene00007797,
chrV,10814093,10816697,+,C29A12.3,WBGene00002985,lig-1
chrV,10825004,10846846,+,C29A12.4,WBGene00007799,nrx-1
chrV,10847173,10852548,+,C29A12.6,WBGene00007800,
chrIII,7948773,7950002,+,C29E4.1,WBGene00000665,col-90
chrIII,7937792,7940866,+,C29E4.10,WBGene00016207,
chrIII,7940995,7941548,+,C29E4.12,WBGene00016209,
chrIII,7926936,7928789,-,C29E4.13,WBGene00043051,
chrIII,7920019,7921021,+,C29E4.14,WBGene00044634,
chrIII,7952592,7955759,+,C29E4.15,WBGene00045246,
chrIII,7922442,7922953,+,C29E4.17,WBGene00194730,
chrIII,7941089,7945528,+,C29E4.2,WBGene00016202,kle-2
chrIII,7933323,7937643,+,C29E4.3,WBGene00004303,ran-2
chrIII,7928984,7932929,+,C29E4.4,WBGene00003801,npp-15
chrIII,7917923,7924850,-,C29E4.5,WBGene00016203,tag-250
chrIII,7945092,7946953,-,C29E4.7,WBGene00016204,gsto-1
chrIII,7949606,7951850,-,C29E4.8,WBGene00002879,let-754
chrIV,11885507,11891057,+,C29E6.1,WBGene00002827,let-653
chrIV,11864524,11875715,+,C29E6.2,WBGene00007801,trpa-1
chrIV,11876135,11877757,-,C29E6.3,WBGene00004084,pph-2
chrIV,11878526,11883384,+,C29E6.4,WBGene00007802,cutl-27
chrIV,11899660,11902888,+,C29E6.5,WBGene00003633,nhr-43
chrV,15357679,15360721,-,C29F3.1,WBGene00001150,ech-1
chrV,15342068,15344555,-,C29F3.2,WBGene00006954,wrt-8
chrV,15346665,15347371,-,C29F3.3,WBGene00007804,
chrV,15349432,15350645,-,C29F3.4,WBGene00007805,clec-231
chrV,15347830,15349127,-,C29F3.5,WBGene00007806,clec-230
chrV,15352557,15353845,+,C29F3.6,WBGene00005949,srx-58
chrV,15354816,15357555,+,C29F3.7,WBGene00007807,
chrIV,11225483,11226497,+,C29F4.1,WBGene00000699,col-125
chrIV,11226567,11230227,-,C29F4.2,WBGene00007808,best-7
chrIV,11222026,11223914,-,C29F4.3,WBGene00007809,
chrII,6303481,6306254,+,C29F5.1,WBGene00016210,
chrII,6299496,6301388,+,C29F5.2,WBGene00016211,sdz-3
chrII,6290621,6291625,-,C29F5.3,WBGene00016212,
chrII,6291750,6294120,-,C29F5.4,WBGene00003403,mps-1
chrII,6297212,6298644,-,C29F5.5,WBGene00016213,
chrII,6308082,6309269,-,C29F5.7,WBGene00016215,glb-10
chrII,6306398,6308042,+,C29F5.8,WBGene00044589,
chrX,13412507,13414545,+,C29F7.1,WBGene00007810,
chrX,13416010,13418152,+,C29F7.2,WBGene00007811,
chrX,13418781,13419841,-,C29F7.3,WBGene00007812,
chrX,13421754,13423343,-,C29F7.4,WBGene00001435,fkh-3
chrX,13427041,13431528,-,C29F7.5,WBGene00001436,fkh-4
chrX,13436386,13440943,+,C29F7.6,WBGene00007813,jmjd-3.3
chrIII,132424,134404,+,C29F9.1,WBGene00016216,
chrIII,106051,107452,-,C29F9.10,WBGene00016224,fbxa-57
chrIII,109321,111044,-,C29F9.11,WBGene00016225,fbxa-58
chrIII,121734,122019,-,C29F9.12,WBGene00016226,
chrIII,130104,130749,-,C29F9.13,WBGene00016227,nhr-280
chrIII,130946,131973,+,C29F9.2,WBGene00016217,
chrIII,124774,126532,+,C29F9.3,WBGene00016218,
chrIII,120491,124685,+,C29F9.4,WBGene00016219,
chrIII,117706,118766,+,C29F9.5,WBGene00016220,
chrIII,114579,116912,+,C29F9.6,WBGene00016221,
chrIII,89450,94808,-,C29F9.7,WBGene00003931,pat-4
chrIII,95393,97725,-,C29F9.8,WBGene00016222,
chrIII,98397,98921,-,C29F9.9,WBGene00016223,
chrV,2591174,2591939,+,C29G2.1,WBGene00016229,
chrV,2590391,2590819,+,C29G2.2,WBGene00016230,
chrV,2580871,2582938,+,C29G2.3,WBGene00016231,
chrV,2577902,2579815,+,C29G2.4,WBGene00016232,srt-4
chrV,2574180,2576797,+,C29G2.5,WBGene00016233,srt-58
chrV,2582859,2585907,-,C29G2.6,WBGene00016234,
chrII,6125530,6127917,+,C29H12.1,WBGene00004680,rars-2
chrII,6123780,6125404,+,C29H12.2,WBGene00016235,
chrII,6100033,6110095,+,C29H12.3,WBGene00004346,rgs-3
chrII,6110427,6113357,-,C29H12.5,WBGene00016236,cec-9
chrII,6114392,6118237,-,C29H12.6,WBGene00016237,
chrIII,8205052,8209775,-,C30A5.10,WBGene00016242,
chrIII,8226407,8230669,+,C30A5.2,WBGene00004342,rfs-1
chrIII,8225024,8226318,+,C30A5.3,WBGene00016238,
chrIII,8222155,8223721,+,C30A5.4,WBGene00016239,
chrIII,8203020,8205043,+,C30A5.5,WBGene00004899,snb-5
chrIII,8212684,8216265,-,C30A5.7,WBGene00006818,unc-86
chrII,6198700,6201599,+,C30B5.1,WBGene00077732,szy-4
chrII,6197151,6198279,+,C30B5.2,WBGene00016244,
chrII,6192804,6195175,+,C30B5.3,WBGene00000771,cpb-2
chrII,6195782,6196930,-,C30B5.4,WBGene00016245,
chrII,6201544,6208187,-,C30B5.5,WBGene00016246,daf-37
chrII,6220948,6222627,-,C30B5.6,WBGene00016247,
chrII,6224966,6227064,-,C30B5.7,WBGene00016248,
chrII,6218588,6219472,-,C30B5.9,WBGene00194710,mks-2
chrIII,8449683,8450436,+,C30C11.1,WBGene00016249,mrpl-32
chrIII,8447277,8449265,+,C30C11.2,WBGene00004460,rpn-3
chrIII,8443832,8446846,-,C30C11.4,WBGene00016250,hsp-110
chrIII,4121438,4147251,+,C30D11.1,WBGene00006830,unc-103
chrX,16926891,16927950,+,C30E1.2,WBGene00016251,
chrX,16925920,16926748,+,C30E1.3,WBGene00016252,
chrX,16923863,16925727,+,C30E1.4,WBGene00016253,
chrX,16921780,16922788,+,C30E1.5,WBGene00016254,fbxb-114
chrX,16915769,16916750,+,C30E1.6,WBGene00016255,
chrX,16914957,16915473,+,C30E1.7,WBGene00016256,
chrX,16916739,16919246,-,C30E1.8,WBGene00016257,
chrI,6954410,6961138,-,C30F12.1,WBGene00016260,
chrI,6967667,6970189,-,C30F12.2,WBGene00016261,
chrI,6970366,6971797,-,C30F12.3,WBGene00016262,
chrI,6972155,6973788,-,C30F12.4,WBGene00016263,
chrI,6991754,6999570,-,C30F12.5,WBGene00016264,
chrI,6989066,6992105,+,C30F12.6,WBGene00016265,nmur-4
chrI,6974557,6977072,+,C30F12.7,WBGene00016266,idhg-2
chrX,16072831,16074780,+,C30F2.1,WBGene00000760,col-187
chrX,16076705,16085142,-,C30F2.2,WBGene00007816,
chrX,16082227,16085655,+,C30F2.3,WBGene00007817,
chrX,16074989,16075596,-,C30F2.4,WBGene00007818,
chrX,16093995,16096365,+,C30F2.5,WBGene00007819,
chrI,5079913,5082284,-,C30F8.2,WBGene00016258,vha-16
chrI,5096604,5100497,+,C30F8.3,WBGene00016259,
chrI,5086313,5093809,+,C30F8.4,WBGene00002213,kin-32
chrII,7299530,7301599,+,C30G12.1,WBGene00016273,
chrII,7290332,7291902,+,C30G12.2,WBGene00016274,
chrII,7274691,7277182,+,C30G12.3,WBGene00016275,
chrII,7261607,7263611,+,C30G12.4,WBGene00016276,
chrII,7292151,7295974,-,C30G12.6,WBGene00016277,
chrII,7296079,7298206,-,C30G12.7,WBGene00004244,puf-8
chrX,17044042,17045424,-,C30G4.2,WBGene00016268,
chrX,17046188,17055480,-,C30G4.3,WBGene00001537,gcy-11
chrX,17059146,17069134,-,C30G4.4,WBGene00016269,
chrX,17071808,17072114,-,C30G4.5,WBGene00016270,
chrX,17073736,17080324,-,C30G4.6,WBGene00016271,irld-23
chrX,17056853,17058462,-,C30G4.7,WBGene00016272,
chrV,14949760,14952775,+,C30G7.1,WBGene00001852,hil-1
chrV,14936882,14939352,+,C30G7.2,WBGene00044176,
chrV,14942116,14945651,-,C30G7.3,WBGene00044177,
chrV,14946613,14947212,-,C30G7.4,WBGene00044178,
chrV,14953098,14954716,-,C30G7.5,WBGene00044179,
chrIV,17351864,17357895,+,C30H6.1,WBGene00007820,clec-199
chrIV,17368556,17370578,+,C30H6.10,WBGene00007827,
chrIV,17383399,17386746,+,C30H6.12,WBGene00044238,
chrIV,17364965,17366454,-,C30H6.2,WBGene00006487,tag-141
chrIV,17358867,17360598,+,C30H6.3,WBGene00007821,clec-201
chrIV,17361406,17364546,+,C30H6.4,WBGene00007822,clec-202
chrIV,17371732,17375594,+,C30H6.5,WBGene00007823,
chrIV,17376388,17379280,+,C30H6.6,WBGene00001811,haf-1
chrIV,17380596,17382193,+,C30H6.7,WBGene00007824,
chrIV,17382287,17383050,+,C30H6.8,WBGene00007825,
chrIV,17379025,17380133,-,C30H6.9,WBGene00007826,
chrI,5416652,5420734,-,C30H7.2,WBGene00016278,
chrV,16292689,16295580,+,C31A11.1,WBGene00007829,oac-5
chrV,16298949,16299842,+,C31A11.10,WBGene00044106,srbc-84
chrV,16297350,16298258,+,C31A11.3,WBGene00007831,srbc-83
chrV,16300556,16301458,+,C31A11.4,WBGene00007832,srbc-82
chrV,16302728,16306136,+,C31A11.5,WBGene00007833,oac-6
chrV,16307662,16309603,+,C31A11.6,WBGene00007834,srxa-7
chrV,16309785,16314732,+,C31A11.7,WBGene00007835,oac-7
chrV,16315284,16317206,+,C31A11.9,WBGene00006247,str-214
chrV,2931429,2932986,+,C31B8.1,WBGene00016279,
chrV,2920598,2922692,-,C31B8.11,WBGene00005261,srh-38
chrV,2925176,2927720,-,C31B8.12,WBGene00016285,
chrV,2933141,2934173,-,C31B8.13,WBGene00005453,srh-247
chrV,2930051,2931168,+,C31B8.16,WBGene00044602,
chrV,2916521,2917702,+,C31B8.2,WBGene00016280,
chrV,2896635,2898415,+,C31B8.4,WBGene00016281,
chrV,2898434,2899965,-,C31B8.6,WBGene00006111,str-46
chrV,2900446,2903308,-,C31B8.7,WBGene00016282,
chrV,2905762,2909681,-,C31B8.8,WBGene00016283,
chrV,2911166,2912999,-,C31B8.9,WBGene00016284,
chrII,13632585,13636912,+,C31C9.1,WBGene00006404,tag-10
chrII,13636913,13638415,-,C31C9.2,WBGene00007836,
chrII,13641492,13643753,+,C31C9.3,WBGene00007837,fbxa-167
chrII,13645711,13648780,+,C31C9.4,WBGene00007838,fbxa-168
chrII,13655814,13662011,-,C31C9.6,WBGene00007840,
chrII,13669034,13669643,+,C31C9.7,WBGene00007841,
chrII,13649428,13655277,+,C31C9.8,WBGene00045289,fbxa-169
chrX,13984422,13985623,-,C31E10.1,WBGene00007842,
chrX,13986538,13988940,+,C31E10.3,WBGene00007844,irld-24
chrX,13989427,13990111,+,C31E10.4,WBGene00007845,
chrX,13991388,13995765,-,C31E10.5,WBGene00007846,
chrX,13996238,13999282,+,C31E10.6,WBGene00007847,
chrX,14001833,14003000,+,C31E10.7,WBGene00007848,cytb-5.1
chrX,14002950,14012526,-,C31E10.8,WBGene00007849,tbc-19
chrV,18179934,18181261,+,C31G12.1,WBGene00007850,
chrV,18186037,18188232,-,C31G12.2,WBGene00007851,clec-245
chrV,18185182,18185433,+,C31G12.3,WBGene00007852,
chrV,18176746,18178682,-,C31G12.4,WBGene00007853,
chrIV,5797043,5800197,+,C31H1.1,WBGene00016286,
chrIV,5791285,5793446,+,C31H1.2,WBGene00016287,
chrIV,5794921,5796751,-,C31H1.5,WBGene00016288,
chrIV,5800335,5807082,-,C31H1.6,WBGene00016289,lntl-1
chrIV,5811571,5814129,-,C31H1.8,WBGene00016291,
chrX,5138960,5146701,+,C31H2.1,WBGene00016292,tbc-7
chrX,5148647,5150445,-,C31H2.2,WBGene00001070,dpy-8
chrX,5151516,5154368,-,C31H2.3,WBGene00016293,
chrX,5155062,5159630,-,C31H2.4,WBGene00016294,
chrI,9025772,9031225,+,C31H5.1,WBGene00007854,
chrI,9031267,9036688,-,C31H5.3,WBGene00000058,acr-19
chrI,9042267,9042778,-,C31H5.4,WBGene00007855,
chrI,9048184,9049325,-,C31H5.5,WBGene00007856,
chrI,9043312,9046882,-,C31H5.6,WBGene00007857,
chrI,9041367,9041996,+,C31H5.7,WBGene00007858,
chrIII,3613203,3627125,-,C32A3.1,WBGene00004765,sel-8
chrIII,3628223,3630349,-,C32A3.2,WBGene00007859,mrps-31
chrIII,3636028,3643654,+,C32A3.3,WBGene00007860,rilp-1
chrX,10258673,10260075,-,C32A9.1,WBGene00007861,
chrII,986010,988674,+,C32B5.1,WBGene00016295,fbxc-40
chrII,946493,948188,-,C32B5.10,WBGene00016303,fbxc-32
chrII,948451,949654,-,C32B5.11,WBGene00016304,fbxc-41
chrII,951994,952850,-,C32B5.12,WBGene00016305,fbxc-57
chrII,961359,961915,-,C32B5.13,WBGene00016306,
chrII,965587,966966,-,C32B5.14,WBGene00016307,fbxc-18
chrII,970652,972957,-,C32B5.15,WBGene00016308,
chrII,958968,960186,+,C32B5.16,WBGene00016309,sdz-4
chrII,976215,978958,-,C32B5.17,WBGene00044419,fbxc-17
chrII,983149,984627,+,C32B5.2,WBGene00005479,srh-274
chrII,981289,982440,+,C32B5.3,WBGene00016296,fbxc-16
chrII,979430,980832,+,C32B5.4,WBGene00016297,fbxc-15
chrII,974297,975518,+,C32B5.5,WBGene00016298,fbxc-14
chrII,968413,970530,+,C32B5.6,WBGene00016299,
chrII,960535,964288,+,C32B5.7,WBGene00016300,
chrII,954055,956344,+,C32B5.9,WBGene00016302,fbxc-7
chrV,10636001,10645105,+,C32C4.1,WBGene00007862,
chrV,10648425,10651800,+,C32C4.2,WBGene00000174,aqp-6
chrV,10644999,10646942,-,C32C4.3,WBGene00007863,
chrV,10633037,10635390,+,C32C4.5,WBGene00003114,mab-23
chrV,10651858,10654244,-,C32C4.7,WBGene00044286,ugt-35
chrII,6344276,6345490,+,C32D5.1,WBGene00016310,
chrII,6349175,6351955,-,C32D5.10,WBGene00016317,
chrII,6352498,6355879,-,C32D5.11,WBGene00016318,
chrII,6356384,6358973,-,C32D5.12,WBGene00016319,
chrII,6335446,6336461,+,C32D5.14,WBGene00044755,
chrII,6324452,6327324,+,C32D5.2,WBGene00004860,sma-6
chrII,6318054,6321127,-,C32D5.3,WBGene00016311,
chrII,6321296,6323047,-,C32D5.4,WBGene00016312,
chrII,6329818,6331286,-,C32D5.5,WBGene00016313,set-4
chrII,6331870,6333955,-,C32D5.6,WBGene00016314,
chrII,6336313,6339525,-,C32D5.7,WBGene00016315,
chrII,6342637,6345893,-,C32D5.8,WBGene00016316,
chrII,6346925,6347689,-,C32D5.9,WBGene00002980,lgg-1
chrI,5232579,5235279,+,C32E12.1,WBGene00016327,
chrI,5196081,5199939,+,C32E12.2,WBGene00016328,pde-5
chrI,5200261,5203432,-,C32E12.3,WBGene00016329,osr-1
chrI,5230555,5241917,-,C32E12.4,WBGene00016330,
chrI,5204539,5215221,-,C32E12.5,WBGene00004771,sem-2
chrI,3796156,3796699,+,C32E8.1,WBGene00016320,
chrI,3799127,3805721,-,C32E8.10,WBGene00006751,unc-11
chrI,3807460,3816799,-,C32E8.11,WBGene00016326,ubr-1
chrI,3773874,3774578,-,C32E8.12,WBGene00194702,
chrI,3788037,3788914,+,C32E8.2,WBGene00004425,rpl-13
chrI,3786597,3787498,+,C32E8.3,WBGene00016321,
chrI,3783838,3784438,+,C32E8.4,WBGene00016322,
chrI,3782121,3783299,+,C32E8.5,WBGene00016323,
chrI,3774709,3777471,+,C32E8.6,WBGene00016324,
chrI,3778093,3781661,-,C32E8.7,WBGene00004368,ric-19
chrI,3789309,3792800,-,C32E8.8,WBGene00004217,ptr-2
chrI,3794556,3798056,-,C32E8.9,WBGene00016325,
chrI,5829075,5834645,+,C32F10.1,WBGene00016331,obr-4
chrI,5807712,5815640,+,C32F10.2,WBGene00003020,lin-35
chrI,5808424,5810007,-,C32F10.4,WBGene00016332,
chrI,5815059,5818128,-,C32F10.5,WBGene00001973,hmg-3
chrI,5818482,5821111,-,C32F10.6,WBGene00003601,nhr-2
chrI,5822844,5826158,-,C32F10.8,WBGene00016333,
chrIV,12912766,12914945,-,C32H11.1,WBGene00007864,
chrIV,12936714,12937924,+,C32H11.10,WBGene00007873,dod-21
chrIV,12938189,12939047,+,C32H11.11,WBGene00007874,
chrIV,12940118,12941344,-,C32H11.12,WBGene00007875,dod-24
chrIV,12942909,12944502,+,C32H11.13,WBGene00007876,dct-19
chrIV,12916019,12917269,+,C32H11.2,WBGene00007865,srz-15
chrIV,12918587,12920196,+,C32H11.3,WBGene00007866,
chrIV,12921264,12923266,+,C32H11.4,WBGene00007867,
chrIV,12923501,12924354,-,C32H11.5,WBGene00007868,
chrIV,12925905,12926712,-,C32H11.6,WBGene00007869,
chrIV,12930683,12931490,+,C32H11.7,WBGene00007870,
chrIV,12933904,12934747,-,C32H11.8,WBGene00007871,
chrIV,12935027,12936247,-,C32H11.9,WBGene00007872,
chrX,15355167,15363795,+,C33A11.1,WBGene00007877,
chrX,15365925,15369931,+,C33A11.2,WBGene00007878,
chrX,15369827,15377616,-,C33A11.4,WBGene00006462,tag-97
chrIV,9523731,9524878,-,C33A12.1,WBGene00007880,
chrIV,9498371,9499571,+,C33A12.10,WBGene00005667,sru-4
chrIV,9496589,9497871,+,C33A12.11,WBGene00005666,sru-3
chrIV,9481967,9485066,-,C33A12.12,WBGene00007887,gadr-2
chrIV,9486255,9487614,+,C33A12.13,WBGene00005665,sru-2
chrIV,9488653,9490177,+,C33A12.14,WBGene00005664,sru-1
chrIV,9505526,9506309,-,C33A12.15,WBGene00007888,ttr-9
chrIV,9516980,9518418,+,C33A12.19,WBGene00007890,
chrIV,9518368,9518910,-,C33A12.2,WBGene00007881,nlp-35
chrIV,9510731,9512994,-,C33A12.3,WBGene00007882,
chrIV,9510038,9510577,-,C33A12.4,WBGene00007883,
chrIV,9500294,9502551,+,C33A12.6,WBGene00007885,ugt-21
chrIV,9506916,9508760,-,C33A12.7,WBGene00007886,ethe-1
chrIV,9490603,9491974,+,C33A12.8,WBGene00005669,sru-6
chrII,11370251,11372009,-,C33B4.2,WBGene00007891,
chrII,11384521,11390798,-,C33B4.3,WBGene00006444,shn-1
chrII,11375554,11376207,-,C33B4.4,WBGene00007892,
chrII,11383263,11384506,+,C33B4.5,WBGene00007893,
chrII,2197851,2198680,+,C33C12.1,WBGene00016334,
chrII,2192357,2194119,-,C33C12.10,WBGene00016342,
chrII,2163346,2163837,-,C33C12.11,WBGene00044360,
chrII,2176897,2181980,+,C33C12.3,WBGene00016335,gba-1
chrII,2165223,2166498,-,C33C12.4,WBGene00016336,
chrII,2167393,2168764,-,C33C12.5,WBGene00016337,fbxb-38
chrII,2174618,2175462,-,C33C12.7,WBGene00016339,
chrII,2182364,2186438,-,C33C12.8,WBGene00016340,gba-2
chrII,2187153,2189462,-,C33C12.9,WBGene00016341,
chrX,3068638,3070386,-,C33D12.1,WBGene00000452,ceh-31
chrX,3041968,3045782,-,C33D12.2,WBGene00016343,
chrX,3050355,3054403,-,C33D12.3,WBGene00006679,twk-26
chrX,3055247,3059375,-,C33D12.6,WBGene00016344,tag-312
chrX,3063564,3065541,+,C33D12.7,WBGene00000451,ceh-30
chrX,10481177,10483520,+,C33D3.1,WBGene00001250,elt-2
chrX,10485240,10486598,+,C33D3.3,WBGene00007894,
chrX,10487829,10489701,+,C33D3.4,WBGene00007895,
chrX,10491283,10497202,+,C33D3.5,WBGene00007896,
chrIV,8799076,8804844,-,C33D9.1,WBGene00001366,exc-5
chrIV,8787446,8788044,-,C33D9.10,WBGene00044239,
chrIV,8783309,8785226,-,C33D9.13,WBGene00194651,
chrIV,8796868,8798342,-,C33D9.2,WBGene00007897,clec-182
chrIV,8790373,8793281,-,C33D9.3,WBGene00007898,
chrIV,8788436,8790231,-,C33D9.4,WBGene00005698,sru-35
chrIV,8775409,8778132,-,C33D9.6,WBGene00007900,
chrIV,8785751,8786637,-,C33D9.8,WBGene00007901,
chrX,17305273,17306233,+,C33E10.1,WBGene00016345,
chrX,17301300,17301849,-,C33E10.10,WBGene00016350,
chrX,17302678,17303945,+,C33E10.2,WBGene00016346,fbxa-120
chrX,17272860,17279458,+,C33E10.5,WBGene00016347,
chrX,17266621,17269886,+,C33E10.6,WBGene00016348,
chrX,17292920,17294464,-,C33E10.8,WBGene00016349,
chrII,4835024,4835712,+,C33F10.1,WBGene00016351,
chrII,4834154,4834829,-,C33F10.11,WBGene00016357,
chrII,4836299,4837729,-,C33F10.12,WBGene00016358,
chrII,4826502,4827867,-,C33F10.13,WBGene00016359,fbxb-88
chrII,4796507,4798191,+,C33F10.14,WBGene00050941,
chrII,4828555,4832473,+,C33F10.2,WBGene00016352,tbck-1
chrII,4795756,4797212,+,C33F10.4,WBGene00016353,
chrII,4798153,4812133,-,C33F10.5,WBGene00016354,rig-6
chrII,4818567,4821559,-,C33F10.7,WBGene00016355,lact-5
chrII,4823328,4825191,-,C33F10.8,WBGene00016356,
chrII,4825375,4825840,+,C33F10.9,WBGene00003435,msp-40
chrX,14049466,14063860,+,C33G3.1,WBGene00001116,dyc-1
chrX,14064246,14067915,-,C33G3.3,WBGene00007903,lgc-21
chrX,14071115,14076226,+,C33G3.4,WBGene00007904,
chrX,14076247,14078605,-,C33G3.5,WBGene00007905,
chrX,14080321,14084256,-,C33G3.6,WBGene00007906,
chrV,7012899,7014394,+,C33G8.1,WBGene00005874,srw-127
chrV,6990130,6991845,-,C33G8.10,WBGene00016367,nhr-162
chrV,6995199,6997096,-,C33G8.11,WBGene00003697,nhr-107
chrV,6983393,6986025,-,C33G8.12,WBGene00016368,nhr-163
chrV,7014444,7015954,-,C33G8.13,WBGene00016369,
chrV,7009743,7012226,+,C33G8.2,WBGene00016360,
chrV,7007594,7008321,+,C33G8.3,WBGene00016361,
chrV,7006263,7006823,+,C33G8.4,WBGene00016362,
chrV,7004132,7005807,+,C33G8.5,WBGene00016363,srab-4
chrV,6998801,7000626,+,C33G8.6,WBGene00003632,nhr-42
chrV,6980577,6982151,-,C33G8.7,WBGene00016364,nhr-161
chrV,6986123,6987755,-,C33G8.8,WBGene00016365,nhr-139
chrV,6987867,6989660,-,C33G8.9,WBGene00016366,nhr-140
chrIV,7808900,7810688,+,C33H5.1,WBGene00016370,
chrIV,7783955,7785553,-,C33H5.10,WBGene00044326,tag-322
chrIV,7785962,7789496,-,C33H5.11,WBGene00016378,imp-3
chrIV,7789833,7791223,-,C33H5.12,WBGene00004703,rsp-6
chrIV,7791641,7792213,-,C33H5.13,WBGene00016379,
chrIV,7792337,7794797,-,C33H5.14,WBGene00016380,ntp-1
chrIV,7794845,7796292,-,C33H5.15,WBGene00016381,sgo-1
chrIV,7801813,7803335,-,C33H5.16,WBGene00016382,
chrIV,7811209,7812797,-,C33H5.17,WBGene00016383,
chrIV,7811130,7815723,-,C33H5.18,WBGene00016384,cdgs-1
chrIV,7782586,7783841,-,C33H5.19,WBGene00044325,tag-321
chrIV,7805028,7807981,+,C33H5.2,WBGene00016371,
chrIV,7797109,7800433,+,C33H5.4,WBGene00002221,klp-10
chrIV,7776011,7777205,+,C33H5.6,WBGene00016373,swd-2.1
chrIV,7774436,7775938,+,C33H5.7,WBGene00016374,swd-2.2
chrIV,7777927,7778954,-,C33H5.8,WBGene00016375,
chrIV,7778933,7782487,-,C33H5.9,WBGene00016376,sec-10
chrI,10688321,10690759,+,C34B2.1,WBGene00016386,tag-272
chrI,10682460,10683139,-,C34B2.10,WBGene00016395,
chrI,10691334,10696772,+,C34B2.11,WBGene00016396,
chrI,10687354,10688059,+,C34B2.2,WBGene00016387,kbp-5
chrI,10672726,10674847,+,C34B2.3,WBGene00016388,
chrI,10671448,10672578,-,C34B2.4,WBGene00016389,
chrI,10675155,10676802,-,C34B2.5,WBGene00016390,
chrI,10676910,10682365,-,C34B2.6,WBGene00016391,
chrI,10683257,10685613,-,C34B2.7,WBGene00016392,sdha-2
chrI,10685811,10687047,-,C34B2.8,WBGene00016393,
chrI,10699551,10703790,-,C34B2.9,WBGene00016394,
chrV,13098895,13110322,-,C34B4.1,WBGene00003143,max-1
chrV,13086180,13090537,+,C34B4.2,WBGene00007907,
chrV,13066695,13071137,-,C34B4.3,WBGene00007908,
chrV,13089572,13092547,+,C34B4.4,WBGene00007909,
chrV,13095939,13097442,+,C34B4.5,WBGene00007910,
chrV,13092651,13094431,+,C34B4.7,WBGene00077698,lurp-4
chrI,8330545,8332712,+,C34B7.1,WBGene00007911,
chrI,8336975,8341819,+,C34B7.2,WBGene00007912,
chrI,8341702,8346016,-,C34B7.3,WBGene00007913,cyp-36A1
chrI,8333111,8336176,+,C34B7.4,WBGene00007914,mys-4
chrIII,3454333,3455838,+,C34C12.1,WBGene00007920,
chrIII,3456465,3460092,+,C34C12.2,WBGene00007921,
chrIII,3461691,3467650,+,C34C12.3,WBGene00007922,pph-6
chrIII,3467282,3469814,-,C34C12.4,WBGene00007923,
chrIII,3471989,3473976,+,C34C12.5,WBGene00007924,rsu-1
chrIII,3482578,3484835,+,C34C12.6,WBGene00007925,
chrIII,3484802,3488273,-,C34C12.7,WBGene00007926,
chrIII,3460392,3461583,+,C34C12.8,WBGene00007927,
chrIII,3474243,3475437,-,C34C12.9,WBGene00007928,
chrII,8709019,8710363,-,C34C6.1,WBGene00005172,srg-15
